age,height_rounded,weight_rounded,veges_freq,main_meals_num,daily_water_consumption,physical_activity_freq,tech_devices_usage,high_kcal_food,transport_used,snacks_consuming,smoking,kcal_monitoring,alcohol_consumption,gender,bmi
19,1.75,80.0,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Frequently,Male,22.857142857142858
20,1.84,89.5,Sometimes,More than 3,>2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.320652173913043
20,1.82,87.66,Always,More than 3,1-2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.08241758241758
19,1.76,79.35,Sometimes,One/Two,>2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,22.542613636363633
18,1.62,68.25,Sometimes,One/Two,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,21.064814814814813
19,1.73,75.82,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,21.91329479768786
19,1.73,75.97,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,21.95664739884393
20,1.54,64.73,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,yes,Sometimes,Female,21.016233766233768
22,1.77,89.28,Sometimes,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.220338983050848
22,1.75,89.07,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.448571428571427
21,1.67,80.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.952095808383234
22,1.72,80.56,Sometimes,One/Two,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.41860465116279
33,1.91,101.48,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Walking,Sometimes,no,no,Sometimes,Male,26.56544502617801
32,1.74,82.52,Sometimes,Three,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,23.71264367816092
30,1.7,82.21,Sometimes,Three,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,24.179411764705883
22,1.72,80.0,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.25581395348837
23,1.65,80.0,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.242424242424242
29,1.58,65.52,Sometimes,One/Two,1-2L,4-5 days,>5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,20.73417721518987
39,1.78,85.69,Always,One/Two,>2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,24.070224719101123
36,1.82,91.63,Sometimes,Three,<1L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,25.17307692307692
21,1.53,65.22,Sometimes,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.313725490196077
23,1.48,61.37,Sometimes,Three,<1L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,20.73310810810811
20,1.77,87.8,Always,Three,>2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.802259887005647
21,1.57,69.74,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,22.210191082802545
21,1.57,67.9,Always,Three,<1L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.624203821656053
23,1.79,89.99,Sometimes,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.136871508379887
23,1.8,89.87,Sometimes,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.96388888888889
23,1.7,80.0,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,23.529411764705884
23,1.67,80.46,Sometimes,One/Two,<1L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,24.089820359281436
25,1.7,84.69,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.908823529411766
24,1.71,83.95,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.546783625730995
26,1.7,78.06,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,22.958823529411767
32,1.84,91.06,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.744565217391305
25,1.7,80.76,Sometimes,Three,>2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.75294117647059
29,1.7,78.0,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,Frequently,Female,22.941176470588236
18,1.7,83.2,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Male,24.47058823529412
20,1.66,77.27,Sometimes,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.27409638554217
26,1.84,96.19,Never,One/Two,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.13858695652174
23,1.82,93.09,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.574175824175825
24,1.72,85.31,Always,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.799418604651162
23,1.79,90.0,Sometimes,Three,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.139664804469273
26,1.7,80.75,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,23.75
35,1.68,83.57,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.872023809523807
27,1.66,78.57,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,23.66566265060241
56,1.77,80.49,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,22.737288135593218
35,1.77,85.0,Always,Three,>2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,24.01129943502825
22,1.65,80.0,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.242424242424242
19,1.65,80.0,Always,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.242424242424242
43,1.65,79.17,Sometimes,Three,<1L,0 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.990909090909092
22,1.69,80.54,Sometimes,One/Two,1-2L,2-4 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.82840236686391
29,1.53,65.03,Sometimes,One/Two,<1L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.251633986928105
26,1.57,64.85,Sometimes,One/Two,<1L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,20.652866242038215
22,1.5,63.65,Sometimes,One/Two,1-2L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.216666666666665
24,1.51,64.81,Sometimes,More than 3,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.460264900662253
23,1.7,81.32,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.91764705882353
23,1.72,81.65,Sometimes,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.735465116279073
39,1.7,78.97,Always,Three,>2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,23.226470588235294
38,1.65,80.0,Sometimes,Three,1-2L,0 days,>5h,yes,Automobile,Sometimes,no,no,no,Female,24.242424242424242
34,1.68,77.43,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.04464285714286
35,1.65,77.13,Always,One/Two,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.37272727272727
32,1.85,99.0,Always,Three,>2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,26.756756756756754
35,1.84,96.02,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,26.092391304347824
19,1.56,71.73,Always,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,22.990384615384617
19,1.62,72.11,Always,More than 3,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,22.25617283950617
20,1.7,78.0,Sometimes,One/Two,>2L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Male,22.941176470588236
51,1.75,82.13,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,23.465714285714284
18,1.72,85.0,Sometimes,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.709302325581397
18,1.76,85.05,Always,Three,>2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.161931818181817
19,1.7,81.38,Always,One/Two,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.935294117647057
35,1.69,77.56,Always,One/Two,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,22.94674556213018
18,1.79,95.28,Sometimes,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.614525139664803
34,1.71,83.02,Sometimes,Three,>2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.27485380116959
34,1.73,84.75,Always,Three,1-2L,2-4 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,24.49421965317919
37,1.7,83.0,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,24.411764705882355
20,1.63,74.43,Always,One/Two,1-2L,4-5 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,22.831288343558285
19,1.55,72.47,Always,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.377419354838707
35,1.84,92.7,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,25.190217391304348
24,1.71,82.01,Always,One/Two,>2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.979532163742693
20,1.7,78.79,Sometimes,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.173529411764708
20,1.71,78.07,Sometimes,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,22.827485380116958
30,1.84,93.8,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.489130434782606
27,1.88,99.62,Always,One/Two,<1L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.494680851063833
22,1.73,82.85,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.94508670520231
34,1.73,84.32,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.36994219653179
18,1.75,86.96,Always,Three,1-2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.845714285714283
31,1.78,88.43,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.83988764044944
33,1.85,97.92,Sometimes,Three,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.464864864864865
25,1.79,88.04,Never,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.592178770949722
25,1.72,86.32,Sometimes,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.093023255813954
20,1.53,68.85,Sometimes,More than 3,<1L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,22.499999999999996
35,1.66,80.39,Sometimes,Three,>2L,0 days,>5h,yes,Automobile,Sometimes,no,no,no,Female,24.21385542168675
35,1.67,77.21,Always,One/Two,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.11676646706587
24,1.73,82.48,Always,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.838150289017342
44,1.73,86.95,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,25.13005780346821
45,1.68,79.67,Always,Three,<1L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,23.711309523809526
23,1.79,89.8,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.083798882681563
22,1.72,80.0,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.25581395348837
32,1.92,101.54,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.442708333333336
32,1.71,82.59,Always,Three,<1L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.149122807017545
22,1.66,80.0,Sometimes,Three,1-2L,2-4 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.096385542168676
31,1.54,65.91,Sometimes,Three,1-2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.399350649350648
35,1.81,90.14,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,24.900552486187845
21,1.52,67.08,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,22.06578947368421
20,1.74,87.28,Sometimes,Three,>2L,2-4 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.080459770114942
21,1.53,65.14,Sometimes,Three,<1L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.287581699346404
23,1.8,89.98,Never,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.994444444444444
23,1.68,80.04,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,23.821428571428573
25,1.71,85.74,Sometimes,Three,>2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.07017543859649
24,1.66,80.0,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,no,Female,24.096385542168676
30,1.75,88.1,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.17142857142857
25,1.74,83.34,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.948275862068968
29,1.7,78.0,Always,Three,1-2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,Frequently,Female,22.941176470588236
18,1.7,83.41,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.53235294117647
20,1.63,77.86,Always,Three,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.883435582822088
25,1.86,95.89,Never,One/Two,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.776881720430108
23,1.77,90.0,Sometimes,Three,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.423728813559322
29,1.7,78.0,Always,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Frequently,Female,22.941176470588236
35,1.72,84.42,Sometimes,Three,>2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.540697674418606
29,1.66,78.0,Always,One/Two,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Frequently,Female,23.49397590361446
56,1.66,80.99,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.39457831325301
35,1.71,84.72,Always,Three,>2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,24.771929824561404
21,1.68,80.38,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.922619047619047
39,1.68,77.22,Sometimes,Three,<1L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,22.982142857142858
23,1.72,81.93,Sometimes,One/Two,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.81686046511628
22,1.49,60.12,Sometimes,One/Two,<1L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,20.174496644295303
26,1.5,64.34,Sometimes,One/Two,1-2L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.44666666666667
23,1.72,81.67,Sometimes,One/Two,<1L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.741279069767444
40,1.69,79.28,Always,Three,>2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,23.45562130177515
35,1.67,77.1,Always,One/Two,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.08383233532934
34,1.84,97.03,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,26.366847826086957
20,1.65,75.09,Always,One/Two,>2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,22.754545454545458
20,1.7,78.0,Never,One/Two,1-2L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,22.941176470588236
47,1.72,88.6,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,25.75581395348837
18,1.73,84.06,Sometimes,Three,>2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.294797687861273
19,1.7,79.68,Always,One/Two,<1L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Male,23.43529411764706
39,1.7,78.64,Always,Three,>2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,23.129411764705882
23,1.82,96.95,Sometimes,Three,1-2L,4-5 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.634615384615383
34,1.71,83.0,Sometimes,One/Two,1-2L,4-5 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.269005847953217
38,1.67,80.99,Sometimes,Three,1-2L,0 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,24.248502994011975
20,1.59,73.94,Always,Three,1-2L,2-4 days,3-5h,no,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.251572327044023
38,1.84,92.37,Sometimes,One/Two,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,25.10054347826087
25,1.71,83.52,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.421052631578945
19,1.68,79.75,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.735119047619047
28,1.84,97.59,Always,One/Two,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.519021739130434
18,1.74,86.57,Always,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.876436781609193
34,1.74,84.77,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.359195402298848
18,1.76,86.08,Always,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.454545454545453
31,1.81,92.86,Sometimes,Three,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.65193370165746
26,1.76,88.53,Sometimes,One/Two,1-2L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.150568181818183
19,1.54,71.8,Always,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,23.31168831168831
36,1.65,79.44,Sometimes,Three,<1L,1-2 days,>5h,yes,Automobile,Sometimes,no,no,no,Female,24.072727272727274
24,1.73,84.56,Always,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.439306358381504
40,1.71,85.72,Always,One/Two,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,25.06432748538012
22,1.78,89.67,Sometimes,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.18820224719101
23,1.76,89.67,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.47443181818182
22,1.7,80.0,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.529411764705884
22,1.72,80.01,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.25872093023256
33,1.9,99.81,Sometimes,One/Two,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,Sometimes,Male,26.26578947368421
33,1.74,83.39,Sometimes,Three,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,23.96264367816092
31,1.75,83.31,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,23.802857142857142
22,1.72,80.0,Sometimes,Three,1-2L,4-5 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.25581395348837
23,1.65,80.0,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Female,24.242424242424242
25,1.58,65.29,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,20.661392405063292
38,1.75,83.28,Always,One/Two,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,23.794285714285714
35,1.84,91.8,Sometimes,Three,<1L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Sometimes,Male,24.945652173913043
22,1.52,64.7,Sometimes,One/Two,1-2L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.282894736842106
22,1.48,62.89,Sometimes,One/Two,1-2L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.24662162162162
20,1.76,87.86,Sometimes,Three,>2L,4-5 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.960227272727273
20,1.56,70.44,Always,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,22.576923076923077
21,1.55,67.47,Sometimes,Three,<1L,4-5 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.764516129032256
23,1.79,90.0,Sometimes,Three,<1L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.139664804469273
23,1.78,89.84,Sometimes,One/Two,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.235955056179776
23,1.7,80.47,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Female,23.66764705882353
23,1.67,80.94,Sometimes,One/Two,<1L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.233532934131738
25,1.7,84.85,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.955882352941174
24,1.72,83.99,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.415697674418603
27,1.7,78.01,Always,Three,>2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,22.944117647058825
32,1.8,91.05,Sometimes,Three,<1L,0 days,0-2h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.291666666666664
24,1.7,80.42,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.652941176470588
27,1.7,78.04,Always,Three,1-2L,1-2 days,3-5h,yes,Automobile,Sometimes,no,no,Frequently,Female,22.952941176470592
18,1.71,83.29,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.353801169590646
20,1.66,77.47,Sometimes,One/Two,>2L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.33433734939759
26,1.84,95.95,Never,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,26.07336956521739
23,1.81,91.36,Sometimes,One/Two,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.23756906077348
24,1.71,85.14,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,24.894736842105264
23,1.79,89.91,Sometimes,One/Two,<1L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,25.114525139664803
24,1.7,81.11,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Female,23.855882352941176
35,1.69,84.45,Sometimes,Three,>2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.98520710059172
26,1.69,78.43,Sometimes,Three,1-2L,0 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Frequently,Female,23.20414201183432
56,1.67,80.4,Sometimes,Three,1-2L,1-2 days,0-2h,yes,Automobile,Sometimes,no,no,no,Male,24.071856287425152
35,1.77,85.0,Always,Three,>2L,4-5 days,3-5h,yes,Automobile,Sometimes,no,no,no,Male,24.01129943502825
22,1.65,80.0,Sometimes,Three,1-2L,1-2 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,24.242424242424242
19,1.66,79.86,Sometimes,One/Two,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Male,24.05421686746988
42,1.68,79.85,Always,Three,<1L,0 days,3-5h,yes,Automobile,Sometimes,no,no,no,Female,23.764880952380953
22,1.69,80.31,Sometimes,Three,1-2L,2-4 days,3-5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.7603550295858
28,1.51,63.89,Sometimes,One/Two,<1L,0 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.155629139072847
26,1.51,63.72,Sometimes,One/Two,1-2L,1-2 days,0-2h,no,Public_Transportation,Sometimes,no,no,no,Female,21.09933774834437
22,1.49,62.27,Sometimes,One/Two,1-2L,0 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,20.895973154362416
21,1.51,64.85,Sometimes,Three,1-2L,1-2 days,3-5h,no,Public_Transportation,Sometimes,no,no,no,Female,21.47350993377483
23,1.69,81.02,Sometimes,Three,1-2L,0 days,>5h,yes,Public_Transportation,Sometimes,no,no,no,Male,23.97041420118343
24,1.72,82.34,Sometimes,Three,1-2L,1-2 days,3-5h,yes,Public_Transportation,Sometimes,no,no,Sometimes,Male,23.936046511627907
39,1.7,78.16,Always,Three,1-2L,0 days,0-2h,yes,Automobile,Sometimes,no,no,no,Female,22.988235294117647
